,latitude,longitude,time,u10,v10,d2m,t2m,evabs,evaow,lmld,lmlt,lshf,lai_hv,lai_lv,skt,snowc,sde,smlt,stl1,stl2,stl3,slhf,ssr,str,sp,sro,ssrd,strd,tsn,e,tp
10262,29.35,64.7,2010-04-01,0.58516324,-0.3366325,272.1935,301.01663,-2.9546209e-06,-6.7855e-05,3.6823788,295.32227,0.7999674,0.0,0.5027379,305.39685,0.0,0.0,-9.313226e-10,304.91937,302.85403,299.72833,-177965.0,19694094.0,-13087502.0,91096.47,0.0,26211122.0,29322390.0,273.15988,-7.112371e-05,4.1423365e-05
10263,29.35,64.7,2010-05-01,1.1479698,-0.65913296,273.1037,304.98898,-3.6195852e-06,-0.00011367118,3.4332333,298.31674,0.79998875,0.0,0.5027379,309.60156,0.0,0.0,-9.313226e-10,309.1392,307.06345,303.6182,-295368.0,20555176.0,-13762212.0,90750.97,5.736947e-07,27277292.0,31029758.0,273.15988,-0.00011797715,8.6274e-05
10264,29.35,64.7,2010-06-01,1.7159202,-0.34564447,271.98273,307.07455,-3.9150473e-06,-0.0001344718,3.1136131,299.44803,0.799971,0.0,0.5027379,311.8631,0.0,0.0,-9.313226e-10,311.43762,309.49094,306.25906,-348343.0,21515366.0,-14935373.0,90375.92,5.736947e-07,28626512.0,31140416.0,273.15988,-0.00013930863,9.009242e-05
10265,29.35,64.7,2010-07-01,1.2559876,1.0801806,277.4336,307.74933,-3.4717377e-06,-9.4569754e-05,2.883688,300.93057,0.79991764,0.0,0.5027379,312.4377,0.0,0.0,-9.313226e-10,312.1447,310.72818,308.16208,-245257.0,20141086.0,-13816047.0,90146.95,0.0,27196734.0,32601710.0,273.16058,-9.816885e-05,1.3411045e-06
10266,29.35,64.7,2010-08-01,1.0628844,-0.13836884,274.2329,305.55862,-2.8808136e-06,-8.457713e-05,2.5697632,299.7442,0.79998165,0.0,0.5027379,309.87753,0.0,0.0,-9.313226e-10,309.73666,309.0531,307.7835,-218531.0,18507598.0,-13444942.0,90410.39,0.0,25220666.0,31478960.0,273.15988,-8.7503344e-05,1.3411045e-06
10267,29.35,64.7,2010-09-01,0.47478795,-0.85707486,268.99698,300.28638,-2.0682346e-06,-6.377627e-05,2.662304,296.48187,0.79998523,0.0,0.5027379,303.942,0.0,0.0,-9.313226e-10,304.08093,305.14655,306.11398,-164602.0,17542192.0,-13653996.0,90880.63,0.0,23876288.0,27918194.0,273.15988,-6.579049e-05,3.874302e-07
10268,29.35,64.7,2010-10-01,0.42999494,-0.4492824,271.8567,297.3955,-1.3296958e-06,-7.519638e-05,2.9470425,294.43103,0.79998523,0.0,0.5027379,299.53348,0.0,0.0,-9.313226e-10,299.77078,301.61798,303.4584,-192760.0,14564918.0,-11806672.0,91248.3,0.0,19847116.0,27403810.0,273.16058,-7.702783e-05,6.7189336e-05
10269,29.35,64.7,2010-11-01,0.011854887,-1.6234157,267.13937,287.64597,-5.909242e-07,-2.6253285e-05,4.496731,288.35544,0.7999674,0.0,0.5023881,289.27438,0.0,0.0,-9.313226e-10,289.8386,294.03024,298.97913,-67243.0,12543020.0,-10837646.0,91766.95,0.0,16810600.0,23199306.0,273.16058,-2.6936643e-05,1.3411045e-06
10330,28.65,64.7,2010-02-01,-0.027580142,0.9340577,270.51776,287.438,-5.909242e-07,-0.0006258056,6.8493824,285.80045,0.7998999,0.0,0.31397378,289.87302,0.0,0.0,-9.313226e-10,289.97592,290.18707,291.58698,-1570578.0,14645569.0,-9364978.0,88845.375,2.8684735e-06,18194596.0,25037544.0,273.16058,-0.0006280332,0.00065789185
10331,28.65,64.7,2010-03-01,-0.16646016,-0.13997817,268.01447,295.86456,-1.2558885e-06,-8.851988e-05,3.6873627,292.17007,0.799971,0.0,0.31397378,300.2397,0.0,0.0,-9.313226e-10,299.81534,298.2467,296.09232,-224736.0,18960608.0,-12470998.0,88796.95,0.0,23674676.0,27171882.0,273.16058,-8.978881e-05,1.0885298e-05
10332,28.65,64.7,2010-04-01,0.07550812,0.16192341,270.99094,300.41116,-1.6989652e-06,-7.675984e-05,3.3342857,295.843,0.7999639,0.0,0.31397378,306.32666,0.0,0.0,-9.313226e-10,305.81802,303.8741,300.84814,-196578.0,20917906.0,-12983658.0,88507.26,0.0,26248538.0,29986844.0,273.15988,-7.855147e-05,4.428625e-05
10333,28.65,64.7,2010-05-01,0.45721364,-0.23267293,271.56018,304.2472,-2.0682346e-06,-9.5861265e-05,2.937788,299.06094,0.79997456,0.0,0.31397378,310.59363,0.0,0.0,-9.313226e-10,310.06915,307.98138,304.60428,-245257.0,22012114.0,-13811675.0,88213.46,0.0,27543174.0,31608314.0,273.15988,-9.7978394e-05,1.1838973e-05
10334,28.65,64.7,2010-06-01,1.0326653,0.08564329,272.396,305.5979,-2.1422748e-06,-0.00013916218,2.9982948,299.83405,0.79998523,0.0,0.31397378,312.0386,0.0,0.0,-9.313226e-10,311.62192,309.90884,306.99918,-354070.0,22379258.0,-14185239.0,87886.836,5.736947e-07,28091226.0,32065600.0,273.15988,-0.0001415941,7.1005896e-05
10335,28.65,64.7,2010-07-01,0.5819484,1.4857199,279.25916,305.88098,-1.92062e-06,-9.6065225e-05,2.8132153,301.1503,0.7999319,0.0,0.31397378,312.6302,0.0,0.0,-9.313226e-10,312.33505,311.06274,308.76733,-245257.0,20982908.0,-12911514.0,87684.95,0.0,26619628.0,33673428.0,273.16058,-9.7978394e-05,1.3411045e-06
10336,28.65,64.7,2010-08-01,0.71568465,0.026421785,274.18643,304.21484,-1.6251579e-06,-8.70924e-05,2.485054,299.79822,0.799971,0.0,0.31397378,310.0516,0.0,0.0,-9.313226e-10,309.8981,309.28082,308.21082,-221872.0,19241484.0,-12860685.0,87904.07,0.0,24668652.0,32211124.0,273.15988,-8.883653e-05,5.159527e-06
10337,28.65,64.7,2010-09-01,0.13766122,-0.3215053,266.79742,300.27484,-1.2558885e-06,-6.9826376e-05,2.4459019,297.333,0.79998165,0.0,0.31397378,304.67792,0.0,0.0,-9.313226e-10,304.80734,305.81094,306.75778,-177965.0,18626770.0,-13558624.0,88294.7,0.0,23854718.0,28465420.0,273.15988,-7.112371e-05,3.874302e-07
10338,28.65,64.7,2010-10-01,-0.32612908,-0.0019016266,269.6117,297.63467,-8.8638626e-07,-5.1880488e-05,2.5555267,295.59384,0.79998523,0.0,0.31397378,300.69965,0.0,0.0,-9.313226e-10,300.91638,302.47723,304.19058,-132149.0,15641471.0,-11847389.0,88629.54,0.0,20050490.0,28014198.0,273.16058,-5.2839052e-05,1.37500465e-05
10339,28.65,64.7,2010-11-01,-0.8201388,-1.4312673,264.7673,288.59805,-4.4330955e-07,-2.7748989e-05,4.071047,289.1772,0.7999674,0.0,0.31397378,290.68112,0.0,0.0,-9.313226e-10,291.26007,295.03506,299.68073,-70584.0,13416942.0,-10918808.0,89022.64,0.0,17043468.0,23814746.0,273.16058,-2.8079376e-05,1.3411045e-06
10340,28.55,64.7,2010-02-01,0.11001384,0.70747066,270.93616,288.21445,-7.4040145e-08,-0.00055368256,6.286312,286.40778,0.7999283,0.0,0.10567379,290.31033,0.0,0.0,-9.313226e-10,290.40115,290.61084,291.99387,-1384928.0,14280833.0,-9495330.0,90235.586,2.2947788e-06,18259746.0,25108284.0,273.16058,-0.0005537532,0.0005786866
10341,28.55,64.7,2010-03-01,0.022142291,-0.08719373,268.6519,296.70224,-7.4040145e-08,-7.975078e-05,3.571331,292.59457,0.799971,0.0,0.10567379,300.52417,0.0,0.0,-9.313226e-10,300.10446,298.53427,296.4244,-199919.0,18570996.0,-12543688.0,90142.85,0.0,23723978.0,27238076.0,273.16058,-7.988466e-05,6.1132014e-06
10342,28.55,64.7,2010-04-01,0.17045236,0.29645944,271.72446,301.29623,-1.4784746e-07,-7.907115e-05,3.3962173,296.1996,0.79995674,0.0,0.10567379,306.51773,0.0,0.0,-9.313226e-10,306.0252,304.0901,301.11108,-198010.0,20498198.0,-13005246.0,89829.36,0.0,26257342.0,30052532.0,273.15988,-7.912284e-05,3.9514154e-05
10343,28.55,64.7,2010-05-01,0.5065074,-0.09588385,272.28235,305.093,-1.4784746e-07,-9.6473144e-05,3.0175152,299.50043,0.79998165,0.0,0.10567379,310.8781,0.0,0.0,-9.313226e-10,310.35828,308.2103,304.80942,-241439.0,21569134.0,-13902402.0,89515.86,0.0,27610524.0,31668444.0,273.15988,-9.6645206e-05,5.159527e-06
10344,28.55,64.7,2010-06-01,1.0217348,0.1326344,273.4818,306.26807,-1.4784746e-07,-0.00014602789,2.9150085,300.2548,0.79998165,0.0,0.10567379,312.1872,0.0,0.0,-9.313226e-10,311.78214,310.03326,307.1454,-365524.0,21813896.0,-14162557.0,89181.03,5.736947e-07,28011988.0,32163120.0,273.15988,-0.00014616549,7.768534e-05
10345,28.55,64.7,2010-07-01,0.502221,1.5655406,280.30365,306.3836,-1.4784746e-07,-9.4161835e-05,2.9249744,301.31818,0.79994255,0.0,0.10567379,312.62735,0.0,0.0,-9.313226e-10,312.3459,311.08032,308.8172,-235712.0,20545144.0,-12833904.0,88978.33,0.0,26580892.0,33733556.0,273.16058,-9.435974e-05,1.3411045e-06
10346,28.55,64.7,2010-08-01,0.67517793,0.0013170242,275.08423,304.79373,-1.4784746e-07,-8.668448e-05,2.4914608,300.08905,0.7999674,0.0,0.10567379,310.19736,0.0,0.0,-9.313226e-10,310.04025,309.36417,308.2618,-217100.0,18867118.0,-12869430.0,89203.19,0.0,24662490.0,32271758.0,273.15988,-8.674152e-05,5.159527e-06
10347,28.55,64.7,2010-09-01,0.21503103,-0.2265575,267.52164,300.7601,-7.4040145e-08,-6.853463e-05,2.584713,297.43353,0.799971,0.0,0.10567379,304.59158,0.0,0.0,-9.313226e-10,304.7182,305.8485,306.83145,-171761.0,18247188.0,-13484840.0,89616.805,0.0,23882450.0,28472494.0,273.15988,-6.864732e-05,3.874302e-07
10348,28.55,64.7,2010-10-01,-0.23847187,0.016766071,270.45575,298.2401,-7.4040145e-08,-5.1064882e-05,2.566204,295.96436,0.79997456,0.0,0.10567379,300.6742,0.0,0.0,-9.313226e-10,300.87543,302.5594,304.28693,-127854.0,15292785.0,-11795194.0,89967.234,0.0,20120042.0,28044010.0,273.16058,-5.1124953e-05,9.931624e-06
10349,28.55,64.7,2010-11-01,-0.34263194,-1.3379288,265.17227,289.2659,0.0,-2.8496608e-05,3.2161198,290.03528,0.79998523,0.0,0.10567379,291.076,0.0,0.0,-9.313226e-10,291.59976,295.60437,300.13974,-71539.0,13038965.0,-11040688.0,90398.91,0.0,17108616.0,23887002.0,273.16058,-2.8650742e-05,1.3411045e-06
10440,27.55,64.7,2010-02-01,0.78448164,1.536895,269.58585,288.31613,-7.4040145e-08,-0.00033479847,9.956592,285.64914,0.7998536,0.0,0.048115253,290.26364,0.0,0.0,-9.313226e-10,290.32047,290.95712,292.9947,-837523.0,14799248.0,-9920815.0,89840.84,1.7210841e-06,18871628.0,24657568.0,273.16058,-0.0003349129,0.00040596165
10441,27.55,64.7,2010-03-01,0.86549497,0.13392186,269.67575,296.27936,-7.4040145e-08,-0.00011231145,4.839842,291.40768,0.7999319,0.0,0.048115253,299.65945,0.0,0.0,-9.313226e-10,299.40094,297.54004,295.64462,-281528.0,18839030.0,-12584133.0,89757.14,0.0,24157136.0,26736830.0,273.16058,-0.00011264393,2.0429492e-05
10442,27.55,64.7,2010-04-01,1.5607519,0.58033705,272.35364,301.16336,-1.4784746e-07,-7.295329e-05,3.915865,295.54947,0.799971,0.0,0.048115253,306.1243,0.0,0.0,-9.313226e-10,305.7409,302.82352,299.42343,-182738.0,20743362.0,-13415702.0,89448.57,0.0,26767096.0,29413846.0,273.15988,-7.302826e-05,3.283471e-05
10443,27.55,64.7,2010-05-01,2.3286636,0.21760464,274.42612,304.56033,-1.4784746e-07,-8.661649e-05,4.4148693,297.3726,0.79994255,0.0,0.048115253,309.65533,0.0,0.0,-9.313226e-10,309.30902,306.62793,302.8577,-217100.0,21935074.0,-13772050.0,89158.05,0.0,28336858.0,31035822.0,273.15988,-8.674152e-05,8.97795e-06
10444,27.55,64.7,2010-06-01,2.4092484,0.5442891,277.30444,304.93353,-1.4784746e-07,-0.00018864917,4.432665,298.17184,0.79982877,0.0,0.048115253,309.8124,0.0,0.0,-9.313226e-10,309.54395,307.4379,304.42746,-472428.0,21163068.0,-13318144.0,88851.12,5.736947e-07,27350804.0,31581534.0,273.15988,-0.00018882891,0.00014544092
10445,27.55,64.7,2010-07-01,1.6992031,1.3357348,282.46912,305.22238,-1.4784746e-07,-8.2741724e-05,3.6838036,299.98267,0.79988563,0.0,0.048115253,311.0734,0.0,0.0,-9.313226e-10,310.8413,309.0578,306.10947,-207555.0,19668414.0,-12210296.0,88646.77,0.0,25486988.0,33436952.0,273.16058,-8.293195e-05,2.7108938e-05
10446,27.55,64.7,2010-08-01,2.1537778,0.13392186,277.09573,303.39566,-1.4784746e-07,-7.159356e-05,4.4874763,297.78745,0.7998608,0.0,0.048115253,307.82965,0.0,0.0,-9.313226e-10,307.7141,307.01178,305.80798,-179397.0,18852672.0,-12000422.0,88869.99,0.0,24555960.0,31743226.0,273.15988,-7.1695074e-05,1.0885298e-05
10447,27.55,64.7,2010-09-01,2.0114686,-0.24651265,268.55893,299.1818,-7.4040145e-08,-5.6910794e-05,4.902483,295.23566,0.79988563,0.0,0.048115253,302.04697,0.0,0.0,-9.313226e-10,302.1451,303.37756,304.5102,-142649.0,18611522.0,-12884733.0,89268.84,0.0,24142610.0,27655948.0,273.15988,-5.7029538e-05,3.874302e-07
10448,27.55,64.7,2010-10-01,0.94265044,0.11686349,271.43726,297.05466,-7.4040145e-08,-4.691817e-05,4.184231,294.18616,0.7999674,0.0,0.048115253,299.26035,0.0,0.0,-9.313226e-10,299.39615,300.91016,302.41904,-117355.0,15998182.0,-11762402.0,89587.26,0.0,20738966.0,27322964.0,273.16058,-4.6934932e-05,4.2058527e-06
10449,27.55,64.7,2010-11-01,0.013998032,-0.7582649,265.89444,289.10413,0.0,-2.4554087e-05,5.896221,289.28305,0.79998875,0.0,0.048115253,289.25174,0.0,0.0,-9.313226e-10,289.676,293.82364,298.893,-61516.0,13739547.0,-10708661.0,89987.75,0.0,17658430.0,23356956.0,273.16058,-2.4650712e-05,1.3411045e-06
10540,26.55,64.7,2010-02-01,0.98251414,-0.585106,271.35254,288.20404,-1.2558885e-06,-0.00067984685,9.414876,285.709,0.7998145,0.0,0.3953153,290.50705,0.0,0.0,-9.313226e-10,290.6216,290.82565,292.32938,-1710889.0,16277050.0,-10214310.0,89449.39,2.8684735e-06,19683360.0,24483244.0,273.16058,-0.0006842194,0.0006989278
10541,26.55,64.7,2010-03-01,1.7182777,-1.2941563,269.68918,296.75656,-2.5853515e-06,-6.255275e-05,4.836281,291.3585,0.79995674,0.0,0.3953153,301.4271,0.0,0.0,-9.313226e-10,300.96094,299.28906,296.89478,-163171.0,19905552.0,-13173310.0,89345.984,0.0,24354348.0,27081940.0,273.16058,-6.540958e-05,4.2058527e-06
10542,26.55,64.7,2010-04-01,2.5410557,0.009685278,273.95914,300.71738,-3.250083e-06,-7.200148e-05,4.7010307,294.51816,0.7999532,0.0,0.3953153,306.41724,0.0,0.0,-9.313226e-10,305.97943,304.35422,301.61887,-188465.0,21766548.0,-13591964.0,89095.68,0.0,26892114.0,29377466.0,273.15988,-7.531373e-05,2.9018149e-05
10543,26.55,64.7,2010-05-01,3.1876616,-0.6214758,277.25797,303.95374,-3.6933925e-06,-8.47131e-05,4.924551,296.82724,0.79991764,0.0,0.3953153,309.7912,0.0,0.0,-9.313226e-10,309.3319,307.57758,304.653,-221395.0,22695442.0,-13661648.0,88811.73,0.0,28133044.0,31236928.0,273.15988,-8.845562e-05,2.9971823e-05
10544,26.55,64.7,2010-06-01,2.299516,0.08596516,284.5581,302.66656,-3.250083e-06,-0.0006950055,4.0468445,298.92944,0.7999603,0.0,0.3953153,308.33914,0.0,0.0,-9.313226e-10,308.09476,307.02002,305.3172,-1754796.0,20940776.0,-11699275.0,88541.73,2.8684735e-06,26006868.0,32439008.0,273.15988,-0.0007017418,0.00070465356
10545,26.55,64.7,2010-07-01,0.98765785,1.1674037,290.19595,302.1894,-2.8070062e-06,-0.0009075679,3.331438,300.9696,0.79997456,0.0,0.3953153,308.76373,0.0,0.0,-9.313226e-10,308.6513,308.026,306.7623,-2288837.0,19239880.0,-9646723.0,88367.75,4.015863e-06,23916346.0,34761310.0,273.16058,-0.00091524934,0.0010176599
10546,26.55,64.7,2010-08-01,1.3620764,-0.4637661,283.8938,302.0958,-2.6591588e-06,-0.0002679776,3.7001743,299.22775,0.79994255,0.0,0.3953153,308.24857,0.0,0.0,-9.313226e-10,308.01886,307.19373,306.13892,-678599.0,19294448.0,-11214489.0,88533.52,5.736947e-07,24047966.0,32845764.0,273.15988,-0.00027129846,0.00013017096
10547,26.55,64.7,2010-09-01,0.9591532,-2.2452428,272.90018,299.96634,-2.3636967e-06,-6.384426e-05,4.2326355,296.2167,0.79990697,0.0,0.3953153,304.73453,0.0,0.0,-9.313226e-10,304.8206,305.31793,305.81592,-165557.0,19215402.0,-13217580.0,88849.48,0.0,23864842.0,28799416.0,273.15988,-6.61714e-05,1.3411045e-06
10548,26.55,64.7,2010-10-01,0.7255434,-1.4013345,274.76498,297.82416,-1.8468127e-06,-5.3104013e-05,3.8738651,294.73203,0.79994255,0.0,0.3953153,301.9663,0.0,0.0,-9.313226e-10,302.12704,302.96204,303.97864,-137399.0,16983652.0,-12296923.0,89174.46,0.0,20859140.0,28220860.0,273.16058,-5.4934062e-05,7.0668757e-06
10549,26.55,64.7,2010-11-01,0.030286431,-2.824263,265.5411,290.45944,-1.0342337e-06,-3.2779062e-05,6.188078,289.1852,0.79988205,0.0,0.3953153,293.2682,0.0,0.0,-9.313226e-10,293.80304,296.3087,299.86206,-84424.0,14922832.0,-11758849.0,89474.01,0.0,18042726.0,24209882.0,273.16058,-3.379304e-05,1.3411045e-06
10640,25.55,64.7,2010-02-01,0.8699957,-0.25359344,281.00824,292.14407,0.0,-0.0008020005,6.2955666,291.39325,0.7998928,0.0,0.05885756,294.43295,0.0,0.0,-9.313226e-10,294.53546,294.66647,295.9325,-2002011.0,14808878.0,-9460624.0,98360.21,1.0902062e-05,19817622.0,27171376.0,273.16058,-0.000800401,0.00095181353
10641,25.55,64.7,2010-03-01,2.340237,0.69137764,281.72733,299.72485,0.0,-6.262073e-05,5.037735,295.58478,0.79997456,0.0,0.05885756,303.4325,0.0,0.0,-9.313226e-10,303.04013,301.77878,299.89493,-160307.0,17847944.0,-11620300.0,98009.79,0.0,24137328.0,29711968.0,273.16058,-6.407639e-05,3.874302e-07
10642,25.55,64.7,2010-04-01,3.1797318,1.6701438,287.04694,302.29913,0.0,-6.207707e-05,5.397928,298.1136,0.799971,0.0,0.05885756,307.12628,0.0,0.0,-9.313226e-10,306.77692,305.62784,303.66467,-155057.0,19594584.0,-11578216.0,97701.22,0.0,26724396.0,31809924.0,273.15988,-6.198138e-05,3.2521784e-06
10643,25.55,64.7,2010-05-01,3.9609313,1.9903915,292.16306,304.27493,0.0,-8.104229e-05,5.481926,300.67447,0.79994255,0.0,0.05885756,309.6242,0.0,0.0,-9.313226e-10,309.2777,308.09875,306.02106,-202782.0,20257850.0,-10715493.0,97333.555,5.736947e-07,27627692.0,34116060.0,273.15988,-8.121785e-05,4.61936e-05
10644,25.55,64.7,2010-06-01,2.709083,2.3894937,296.43405,302.60764,0.0,-0.000794795,4.671133,302.47086,0.79994255,0.0,0.05885756,308.11694,0.0,0.0,-9.313226e-10,307.95743,307.317,306.3271,-1987693.0,18270460.0,-8018836.0,97098.84,8.607283e-06,24894476.0,35986132.0,273.15988,-0.0007948773,0.00081821345
10645,25.55,64.7,2010-07-01,2.3040166,2.3470085,296.7223,303.09525,0.0,-0.00060412113,4.103792,303.35138,0.7999354,0.0,0.05885756,309.07648,0.0,0.0,-9.313226e-10,308.91272,308.34293,307.29276,-1510922.0,16091272.0,-6656024.0,96895.32,5.7388097e-06,21927952.0,37936040.0,273.16058,-0.0006042253,0.0005815495
10646,25.55,64.7,2010-08-01,3.0661416,2.2951896,295.5972,302.16974,0.0,-0.00010775705,4.767233,301.76407,0.7999319,0.0,0.05885756,308.16083,0.0,0.0,-9.313226e-10,308.0478,307.71494,307.07852,-269597.0,16507368.0,-7624776.5,97108.695,5.736947e-07,22459276.0,36413100.0,273.15988,-0.00010769209,7.577799e-05
10647,25.55,64.7,2010-09-01,1.8715172,1.1931524,289.87878,301.52155,0.0,-6.5815635e-05,3.8005447,301.0209,0.7999674,0.0,0.05885756,306.6904,0.0,0.0,-9.313226e-10,306.6974,306.86035,306.8802,-164602.0,16630953.0,-10131782.0,97409.875,0.0,22756854.0,33034238.0,273.15988,-6.579049e-05,2.0429492e-05
10648,25.55,64.7,2010-10-01,1.1586859,0.67528486,289.32193,300.36612,0.0,-4.990911e-05,3.508688,299.6667,0.79998165,0.0,0.05885756,304.4359,0.0,0.0,-9.313226e-10,304.50616,304.94464,305.57108,-123559.0,14932864.0,-10007443.0,97789.84,0.0,20382402.0,31886222.0,273.16058,-4.9410854e-05,9.931624e-06
10649,25.55,64.7,2010-11-01,-0.0466547,-0.68745637,277.9047,296.0887,0.0,-3.740145e-05,3.6076355,295.72055,0.7999354,0.0,0.05885756,298.47348,0.0,0.0,-9.313226e-10,298.84924,300.46994,302.80103,-94924.0,13315426.0,-10590880.0,98205.93,0.0,17954246.0,28046032.0,273.16058,-3.798306e-05,1.3411045e-06
10860,29.35,64.8,2010-02-01,1.0793872,1.2806973,269.9464,287.75458,-7.4040145e-08,-0.00027586287,8.825468,284.8258,0.79987854,0.0,0.3126248,288.35162,0.0,0.0,-9.313226e-10,288.3316,288.32654,289.33942,-691008.0,12068342.0,-9019561.0,91602.83,1.7210841e-06,18102154.0,24625734.0,273.16058,-0.00027625076,0.00027999468
10861,29.35,64.8,2010-03-01,0.17795348,-0.57062244,269.74393,295.64966,-1.4784746e-07,-4.9297465e-05,4.1799603,291.19006,0.7999603,0.0,0.3126248,298.07297,0.0,0.0,-9.313226e-10,297.70966,296.30984,293.87195,-123559.0,16042721.0,-11842744.0,91504.34,0.0,23613488.0,26587264.0,273.16058,-4.9410854e-05,7.0668757e-06
10862,29.35,64.8,2010-04-01,0.5092937,-0.44155788,271.9466,300.774,-2.2165477e-07,-6.4116204e-05,3.3641834,295.37036,0.799971,0.0,0.3126248,304.6284,0.0,0.0,-9.313226e-10,304.16284,302.3211,298.9474,-160784.0,18101934.0,-12612826.0,91158.02,0.0,26306644.0,29341590.0,273.15988,-6.44573e-05,2.9018149e-05
10863,29.35,64.8,2010-05-01,1.0686711,-0.670398,272.8227,304.77756,-2.954621e-07,-8.967542e-05,3.2253742,298.34613,0.79998523,0.0,0.3126248,308.9378,0.0,0.0,-9.313226e-10,308.51758,306.80286,303.2646,-225213.0,19061324.0,-13352850.0,90812.516,5.736947e-07,27434004.0,31020664.0,273.15988,-8.9979265e-05,6.0508028e-05
10864,29.35,64.8,2010-06-01,1.6151893,-0.21979856,271.835,306.86426,-2.954621e-07,-0.00011346722,2.8808403,299.65332,0.79998165,0.0,0.3126248,310.9262,0.0,0.0,-9.313226e-10,310.551,309.00967,305.86804,-284869.0,19783974.0,-14329527.0,90435.83,5.736947e-07,28715432.0,31162650.0,273.15988,-0.00011378713,6.9096684e-05
10865,29.35,64.8,2010-07-01,1.1702592,1.1529202,277.6237,307.60257,-2.954621e-07,-8.777203e-05,2.6715584,301.13693,0.7999212,0.0,0.3126248,311.48666,0.0,0.0,-9.313226e-10,311.23282,310.1706,307.68152,-220440.0,18275274.0,-13107178.0,90206.87,0.0,27178246.0,32717422.0,273.16058,-8.807471e-05,1.3411045e-06
10866,29.35,64.8,2010-08-01,0.89871466,-0.05790472,274.20502,305.35757,-2.2165477e-07,-7.811934e-05,2.37187,299.98853,0.79998165,0.0,0.3126248,308.8543,0.0,0.0,-9.313226e-10,308.73682,308.30185,307.1658,-196101.0,16714814.0,-12739352.0,90471.125,0.0,25220226.0,31561828.0,273.15988,-7.8361016e-05,1.3411045e-06
10867,29.35,64.8,2010-09-01,0.24760783,-0.89183545,268.87814,299.90625,-1.4784746e-07,-5.77264e-05,2.4295292,296.75775,0.79997456,0.0,0.3126248,302.6074,0.0,0.0,-9.313226e-10,302.76547,303.78137,305.0962,-145035.0,15758636.0,-12897304.0,90941.37,0.0,23938356.0,27917182.0,273.15988,-5.7981815e-05,3.874302e-07
10868,29.35,64.8,2010-10-01,0.2221036,-0.47889328,271.648,296.89636,-7.4040145e-08,-5.77264e-05,2.6765404,294.50427,0.79998523,0.0,0.3126248,298.21588,0.0,0.0,-9.313226e-10,298.4481,299.90063,301.86823,-144558.0,13038162.0,-11127588.0,91309.84,5.736947e-07,19933396.0,27371976.0,273.16058,-5.779136e-05,4.810281e-05
10869,29.35,64.8,2010-11-01,-0.21703994,-1.6144037,267.37183,287.05902,-7.4040145e-08,-2.2514723e-05,4.196333,288.29932,0.7999674,0.0,0.3126248,287.828,0.0,0.0,-9.313226e-10,288.3822,291.6532,296.89703,-56267.0,11127411.0,-10187530.0,91830.15,0.0,16864304.0,23154334.0,273.16058,-2.2555701e-05,1.3411045e-06
10930,28.65,64.8,2010-02-01,0.036716104,0.7496338,270.10657,287.22656,-5.1711686e-07,-0.0006179883,6.191637,285.90845,0.7999283,0.0,0.49998987,289.72726,0.0,0.0,-9.313226e-10,289.82535,290.0345,291.39203,-1550056.0,14413245.0,-9220417.0,88265.164,2.8684735e-06,18178308.0,25115864.0,273.16058,-0.00061984314,0.00064453296
10931,28.65,64.8,2010-03-01,-0.080088735,-0.15349603,267.89563,295.55258,-1.108041e-06,-0.000103270635,3.5642128,292.14868,0.799971,0.0,0.49998987,299.98495,0.0,0.0,-9.313226e-10,299.55515,298.01544,295.8713,-261007.0,18715446.0,-12275334.0,88230.695,0.0,23657508.0,27233528.0,273.16058,-0.000104454346,2.4246052e-05
10932,28.65,64.8,2010-04-01,0.15352094,0.17222285,270.7368,300.0738,-1.5513506e-06,-7.336098e-05,3.2922878,295.77615,0.7999674,0.0,0.49998987,306.05493,0.0,0.0,-9.313226e-10,305.53973,303.6182,300.59766,-187510.0,20615764.0,-12755748.0,87951.664,0.0,26249420.0,30062132.0,273.15988,-7.493282e-05,4.7149137e-05
10933,28.65,64.8,2010-05-01,0.48571837,-0.1477027,271.3329,303.86475,-1.92062e-06,-9.4365794e-05,2.8658924,299.08823,0.79998165,0.0,0.49998987,310.32333,0.0,0.0,-9.313226e-10,309.78726,307.7337,304.36398,-240485.0,21673460.0,-13590597.0,87666.08,0.0,27570906.0,31672992.0,273.15988,-9.6264295e-05,1.2792647e-05
10934,28.65,64.8,2010-06-01,0.9672973,0.21824837,272.3423,305.23856,-1.92062e-06,-0.00014976668,2.8929424,299.91315,0.79998523,0.0,0.49998987,311.72867,0.0,0.0,-9.313226e-10,311.30148,309.6271,306.74872,-379842.0,22013718.0,-13882726.0,87344.375,5.736947e-07,28075818.0,32184848.0,273.15988,-0.00015187915,8.341111e-05
10935,28.65,64.8,2010-07-01,0.526868,1.5018127,279.44406,305.5332,-1.7727725e-06,-9.422982e-05,2.7726402,301.17648,0.79994255,0.0,0.49998987,312.39948,0.0,0.0,-9.313226e-10,312.09894,310.8655,308.59616,-240008.0,20599312.0,-12555986.0,87147.414,0.0,26516622.0,33896260.0,273.16058,-9.607384e-05,3.2521784e-06
